alex排名	域名
8629	alixixi.com@ns3.beijingidc.com
8633	gazetea24.com@ns3.doradns.com
8643	nn.ru@ns1.nn.ru
8648	vtraxe.com@ns1.ua-hosting.com.ua
8654	ciao.es@dns2.progtech.net
8660	ru-board.com@ns1.ru-board.com
8689	gnu.org@ns3.gnu.org
8694	zju.edu.cn@alpha.zju.edu.cn
8711	hupso.com@ns1.hupso.com
8728	football365.com@ns1.rivalsdm.com
8730	mcanime.net@ns3.justmc.com
8756	0zz0.com@ns1.0zz0.com
8779	luxup.ru@ns1.luxup.ru
8780	tizag.com@ns2.tizag.com
8782	niniweblog.com@ns2.niniweblog.com
8800	synonym.com@dns1.demandmedia.com
8808	abcmouse.com@ns3.aofk.net
8814	rosbalt.ru@m1.rosbalt.ru
8852	treehugger.com@ns5.colocube.com
8862	indiavisiontv.com@ns1.secure.net
8868	smude.edu.in@mahedns1.manipal.edu
8875	binsearch.info@ns3.binsearch.info
8895	centrum.sk@ns2.atlas-as.sk
8897	leprosorium.ru@ns2.dirty.ru
8903	publix.com@ns2622.ztomy.com
8904	koolearn.com@ns2.koolearn.com
8911	pornosexxxtits.com@ns2.pornosexxxtits.com
8922	leshou.com@ns1.edong.com
8962	now.cn@ns5001.01isp.cn
8984	cztv.com.cn@ns.zrtg.com
8985	wenweipo.com@ns15.zoneedit.com
8993	adintrend.com@ns1.adintrend.com
8999	bongdaplus.vn@ns2001.nhanhoa.com
9008	epfoservices.in@NS2.NET4INDIA.COM
9029	postimees.ee@ns2.eestimeedia.ee
9038	net4.in@ns1.net4india.com
9044	grannysextubez.com@ns1.hugebootytube.com
9091	myfreepaysite.com@ns2.metapeer.com
9098	chinapay.com@ndns.chinapay.com
9128	the-italian-food.com@nete.edelweb.net
9133	dunyanews.tv@ns3.dunyatv.tv
9142	hankyung.com@ns2.hankyung.com
9147	telcel.com@dns1i.itelcel.com
9150	register.com@ns3.register.com
9162	evony.com@ns1.evony.com
9178	videohelp.com@ns6.zoneedit.co.uk
9185	kompass.com@ns2.kompass-france.com
9188	ludokado.com@ns3.sunshining.org
9207	oknation.net@ns1.krungthepturakit.com
9236	yakaz.com@ns.yakaz.com
9249	eurobank.gr@ns0.hol.gr
9276	searchmp3.mobi@ns1.searchmp3.mobi
9284	jeux-fille-gratuit.com@ns231394.ovh.net
9307	dream-marriage.com@ns1.dream-marriage.com
9309	3movs.com@ns2.trafficmagnates.com
9317	weba20.com@ns1.blogstica.com
9324	fruitmail.net@ns.fruitmail.net
9336	unfollowed.me@ns3.networkredux.net
9342	cnwnews.com@ns1.edong.com
9347	jetswap.com@ns1.jethosting.ru
9350	911tabs.com@ns1.ultimate-guitar.com
9355	freelifetimefuckbook.com@dns5.tncservers.net
9391	melody4arab.com@ns2.melody4arab.com
9393	trafficadbar.com@s4.z5dns.com
9416	sharerepo.com@ns2.sharerepo.com
9420	pinger.com@ns4.pinger.com
9421	vr-zone.com@ns7.vr-zone.com
9447	swedbank.lv@nsz2.nic.lv
9451	24open.ru@ns5.24open.ru
9456	lib.ru@lenta1.cust.ramtel.ru
9488	rezultati.com@ns2.edrive-hosting.cz
9490	record.com.mx@dnsmx2.notmusa.com.mx
9491	setlinks.ru@ns1.setlinks.ru
9494	aceshowbiz.com@ns2.aceshowbiz.com
9496	ragalahari.com@b.ns.interland.net
9507	ktonanovenkogo.ru@ns1.pa.infobox.ru
9509	whorush.com@ns2.whorush.com
9511	idblognetwork.com@ns8.zoneedit.com
9516	standvirtual.com@ns4.fixeads.com
9520	sharekhan.com@ns2.netcore.co.in
9524	frip.com@ns2.gridhost.com
9544	seo-fast.ru@ns5.upgradehost.ru
9551	channelfilipino.net@ns22.pinoychannel.tv
9572	sarzamindownload.com@ns2.sarzamindownload.com
9574	galls.tv@ns2.homemadexx.com
9595	livescore.in@ns2.edrive-hosting.cz
9605	watchpinoytube.com@ns2.hot-lyts.com
9614	nethouse.ru@ns2.majordomo.ru
9641	thehugetits.com@ns2.thehugetits.com
9643	gemscool.com@ns2.gemscool.com
9653	buffalo.jp@ns2.melco.ne.jp
9680	gossipcop.com@dns2.soundst.com
9683	tomhua.com@ns1.hostingbay.net
9694	etedaal.ir@ns1.persianwebcity.com
9696	bjs.com@onoma.naii.net
9723	sporxtv.com@ns1.maksimum.net
9754	v-webcast.net@ns1.cosnet.com
9756	directorycritic.com@ns2.directorycritic.com
9760	overclockzone.com@ns.porar.com
9763	domainnamesales.com@ns1.hostingnet.com
9770	gayspower.com@ns2.gayspower.com
9777	mytscstore.com@ns2.cl.bellsouth.net
9778	nju.edu.cn@ns.nju.edu.cn
9780	ewbas.com@ns3.hoststore.info
9820	cashtaller.ru@ns1.hosttaller.ru
9830	real-movies.net@ns3.real-movies.net
9834	jokersextube.com@ns2.excellentporntube.com
9876	freelifetimehookup.com@dns5.tncservers.net
9880	logic-immo.com@dns1.imprimeries-ips.com
9900	magiran.com@ns2.global-webs.com
9907	netmile.co.jp@ns3.benc.jp
9938	muji.net@ns3.via.or.jp
9949	ciao.it@dns2.progtech.net
9954	noiporno.com@ns1.netsons.com
9955	emuparadise.me@dns4.pointhq.com
9973	wallinside.com@ns225323.ovh.net
9979	cuntriot.com@ns2.cuntriot.com
9990	pixiz.com@ns2279608.ovh.net
9994	webring.com@ns2.webring.com
9998	dnes.bg@redirns2.bgdns.net
10000	state.md.us@nsa.lib.md.us
10004	zinio.com@ns1b.zinio.com
10006	speedyshare.com@NS2.ZORV.com
10008	drweb.com@ns2.drweb.com
10012	unp.ir@ns2.hamegan.biz
10022	artisteer.com@ns2.artisteer.com
10024	puritan.com@ns1.nbty.net
10034	pornotube.name@ns1.drochim.com
10035	haaretz.com@pdns.haaretz.co.il
10055	jobego.com@ns2.jobego.com
10068	hostedwebportal.com@dns6.tncservers.net
10072	leetleech.org@ns2.manage-dns.info
10085	hawaii.edu@dns2.hawaii.edu
10097	templatemo.com@ns2.flashmo.net
10102	virtuemart.net@ns2.gridfast.net
10116	triviatoday.com@ns1.nameservers1.net
10145	bnl.it@dns2.fastweb.it
10149	amateurslust.com@ns2.amateurslust.com
10180	kepu.com.cn@ns2.kepu.com.cn
10192	axfc.net@ns3.axfc.net
10210	ruseller.com@ns2.1popov.ru
10230	bo300.com@ns1.sedoparking.com
10249	alawar.ru@ns2.alawar.com
10265	donnamoderna.com@amefirew.mondadori.it
10266	my-personaltrainer.it@capricorno.iperv.it
10268	post-survey.com@dns02.borders.jp
10293	price.com.hk@ns2.price.com.hk
10318	novosti.rs@ns.ha.rs
10329	telechargement-de-ouf.fr@ns2.chercher.org
10333	mosaiquefm.net@ns2.mosaiquefm.net
10373	920gg.com@vip2.8gdns.in
10378	infopraca.pl@ns0.careesma.com
10384	paroles-musique.com@ns60471.ovh.net
10397	cremonamostre.it@nsa.domdoo.net
10399	midphase.com@ns2.midphase.com
10441	fgv.br@fgv082.fgv.br
10448	abc.com.py@dns2.abc.com.py
10467	maturetubeporn.com@ns3.mature-bitches.com
10549	iprima.cz@ns.kraxnet.com
10559	kosmo.com.my@umntsvr07.utusan.com.my
10568	dunya.com.pk@ns3.dunyatv.tv
10577	worldoffiles.net@ns3.dnsexit.com
10588	cherchons.com@ns5.axperia.net
10603	turf-fr.com@ns1.turf-fr.com
10632	xungou.com@ns2.xungou.com
10634	vintage-erotica-forum.com@ns2.vintage-erotica-forum.com
10646	fybersearch.com@ns3.fybersearch.com
10652	dtdc.in@ns2.net4india.com
10656	karakartal.com@ns1.maksimum.net
10669	serials.ws@ns2.serials.ws
10674	melty.fr@ns2.eeple.fr
10704	afilio.com.br@ns2.premaccess.com
10722	bfm.ru@ns1.bfm.ru
10736	allabolag.se@ns.softronic.se
10810	hankyu-travel.com@ns2.gao.ne.jp
10815	trthaber.com@dns.beyaz.net
10821	developpez.net@ns62160.ovh.net
10833	profesorenlinea.cl@aromo.spock.cl
10849	geneanet.org@ns1.larevet.net
10865	yunhosting.com@ns3.yunhosting.com
10867	zakon.kz@ns.zakon.kz
10896	indianrailways.gov.in@ns2.indianrail.gov.in
10903	dexonline.ro@ns14.zoneedit.com
10911	krstarica.com@ns2.krstarica.net
10913	anser.or.jp@ns.intervia.ad.jp
10925	pelop.gr@ns1.internet.gr
10939	perspolisnews.com@ns1.perspolisnews.com
10961	elnuevoherald.com@ns4.nandomedia.com
10967	muscleandstrength.com@ns2.hivelocity.net
10968	gamma-ic.com@ns1.gamma-ic.com
10985	realypay.com@ns5002.01isp.net
10988	1c-bitrix.ru@ns1.cifnet.com
10989	1shoppingcart.com@b.ns.myregisteredsite.com
10991	flashresultats.fr@ns2.edrive-hosting.cz
11004	dengiidutsami.info@ns1.sendmailserver3.com
11010	dvadzat5.biz@ns2.dvadzat5.biz
11015	vtc.com.vn@ns2.vdconline.vn
11036	to-gamato.com@dns2.papaki.gr
11039	mpdedicated.com@dns2.midphase.com
11046	doramadougas.com@ns2.sixcore.ne.jp
11067	998.com@3dns1.21viacloud.com
11072	iplayer.fm@ns1.stablens.net
11087	video-dom2.ru@ns2.video-dom2.ru
11093	foxitsoftware.com@dns4.foxitsoftware.com
11104	mubasher.info@dns1.pointhq.com
11114	51zxw.net@ns1.edong.com
11123	tubetamil.com@ns1.tubetamil.com
11136	librarything.com@ns17.zoneedit.com
11137	pornoflv.net@ns1.pornoflv.net
11140	lesnumeriques.com@ns0.x1.fr
11161	ad20.net@ns2.ad20.net
11180	coovee.net@ns4.01isp.net
11201	isitdownrightnow.com@ns2.amerinoc.com
11207	linkomanija.net@ns2.linkomanija.net
11208	shmu.sk@ns1.fournetix.sk
11218	mp3ostrov.com@ns1.mp3ostrov.com
11224	rts.rs@sns1.eunethosting.com
11230	battleon.com@ns0.battleon.com
11236	dni.ru@ns2.goodoo.ru
11241	la-bancarella.it@backup.dns.wineuropa.it
11244	8jet.com@ns2.amerinoc.com
11245	rian.ru@m10.rian.ru
11271	ohmydollz.com@ns2.reagi.com
11275	zootube365.com@ns3.zootube365.com
11290	novaposhta.ua@gamma.freehost.com.ua
11301	dhd24.com@ns1.dhd.de
11304	diaman4.info@ns2.diaman4.info
11307	blognone.com@ns1.blognone.com
11317	aniwthoi.net@dns1.papaki.gr
11327	raftaar.in@ns.balasai.com
11339	usfreeads.com@ns1.zoneedit.com
11346	coolinarika.com@ns3.podravka.net
11349	allexperts.com@nydns2.about.com
11352	fanslave.com@ns2.globalreunion.com
11360	trovit.com.br@ns2.trovit.com
11370	newsok.com@ns2.oklahoman.net
11408	newssc.org@ns.chinawestnews.net
11411	t-nation.com@ns2.biotest.net
11424	yotubesexo.es@ns2.viperbv.nl
11434	kinofilms.tv@ns1.kinofilms.tv
11451	zoomit.ir@ns12.zoomit.ir
11452	jfdaily.com@pdns.jfdaily.com
11458	web-ip.ru@ns1.web-ip.ru
11473	hud.gov@hudgate.hud.gov
11477	vocevaifazersucesso.com.br@ns2.vocevaifazersucesso.com.br
11479	insanejournal.com@ns1.insanewebhosting.com
11488	megaupload.com@ns6.cirfu.net
11492	gmane.org@ns1.netfonds.com
11498	chip.com.tr@ns2.myhosting.com
11508	bookdepository.co.uk@ns15.zoneedit.com
11509	panorama.com.ve@ns1.ravatech.net
11532	123-infidele.com@ns3.sunshining.org
11555	dealtime.com@ns1any.shopping.com
11556	danawa.com@ns1.danawa.com
11567	savemoneyindia.com@ns1.wforwebsite.com
11577	wischina.cn@ns2.hostingbay.net
11578	karyab.net@ns1.karyab.net
11580	forum.hr@dns2.orbis.hr
11585	noelshack.com@ns-02.odysseeinteractive.fr
11590	codingforums.com@ns2.codingforums.com
11623	bodyclick.net@ns2.bodyclick.net
11638	seitensprungarea.com@ns2.cyberservices.tv
11666	buttinsider.com@ns2.buttinsider.com
11674	ed.ac.uk@xlab-0.ed.ac.uk
11769	applitrack.com@dns1.generalasp.net
11787	coedcherry.com@ns2.coedcherry.com
11822	3ssee.com@ns2.sedoparking.com
11827	fizy.com@ns3.beriltech.com
11835	erog.fr@ns1.proceau.net
11854	jurnalul.ro@nsb.jurnalul.ro
11876	imperiaonline.org@redirns1.bgdns.net
11890	zf.ro@ns2.apropo.ro
11907	socialblade.com@ns.urgo.org
11935	adchiever.com@ns3.prosperitymarketingsystem.com
11942	barepass.com@ns2.barepass.com
11976	absba.org@ns14.zoneedit.com
11983	elcinema.com@ns2.elcinema.com
11988	membershiprewards.com@gw2.aexp.com
12031	koreus.com@ns60443.ovh.net
12033	wmpublic.com@ns1.wmpublic.com
12052	tnebnet.org@ns2.tnebnet.org
12081	purenudism.com@ns2.629studio.com
12091	tak.ru@ns1.superb.ru
12105	vatican.va@ns2.nic.it
12121	ustc.edu.cn@ns.ustc.edu.cn
12129	joomshaper.com@ns2.gridfast.net
12130	freearticlespinner.com@ns2.freearticlespinner.com
12148	pardisgame.net@ns1.pardisgame.net
12150	erohot.net@ns2.vdscenter.com
12165	kupujemprodajem.com@ns.bg1.ha.rs
12176	totalping.com@ns1.go-mama-hosting.biz
12177	loveread.ec@ns2.loveread.ec
12232	intensedebate.com@ns1.automattic.com
12237	tvnotas.com.mx@dnsmx2.notmusa.com.mx
12243	4-reviews.com@ns2.tedshost.com
12246	onlinenewspapers.com@yarrina.connect.com.au
12262	elotrolado.net@ns12.eol.us
12263	vnsharing.net@dns4.pointhq.com
12273	pogodynka.pl@dns2.imgw.pl
12288	eukhost.com@ns4.eukhost.com
12293	okazje.info.pl@ns3.okazje.info.pl
12303	nowfilms.ru@ns1.nowfilms.ru
12325	fashionguide.com.tw@dns03.fashionguide.com.tw
12334	mkyong.com@ns1.mkyong.com
12345	bestprice.gr@dnsuk.phaistosnetworks.gr
12350	ac-versailles.fr@dns.ac-paris.fr
12361	pathfinder.gr@dnsuk.phaistosnetworks.gr
12400	adedy.com@ns2.netvertise.us
12417	computrabajo.com.pe@tektonic.dgnet.ltd.uk
12421	job-mo.ru@ns1.job-mo.ru
12429	adman.gr@dnsuk.phaistosnetworks.gr
12442	8591.com.tw@ns1.addcn.com
12443	mylove.ru@ns2.mylove.ru
12448	1popov.ru@ns2.1popov.ru
12478	companieshouse.gov.uk@ns1.companieshouse.gov.uk
12483	mydailymoment.com@ns12.zoneedit.com
12497	freeiphonesex.info@ns6.orakon.hu
12511	biharboard.net@ns1.net4india.com
12525	listjumper.com@ns4.listsurfing.com
12532	hdsextube.xxx@ns1.madhost.biz
12535	pejnya.ru@ns1.pejnya.ru
12548	yesmessenger.com@ns2.2town.net
12579	ghetosearch.com@ns1.fybersearch.net
12581	chulojuegos.com@ns1.webhosted.nl
12584	spinrewriter.com@ns2.smiley-tech.com
12603	edomex.gob.mx@ns1.kionetworks.net
12605	rtvslo.si@ns2.rtvslo.si
12628	slrclub.com@ns3.enviscorp.com
12635	uclick.com@dns03.uclick.com
12637	toto-dream.com@ns2.toto-dream.com
12638	xseo.in@second.xseo.in
12644	pb.pl@ns2.pb.pl
12658	cric.lk@dns1.extentions.net
12663	free-ebooks.net@ns2.paradisepublishers.com
12668	auto24.ee@ns.si.ee
12676	mypostmagic.com@ns2.autom8tion.com
12685	photographyblog.com@ns2.photographyblog.com
12710	unblockyoutube.us@ns3.dneasy.net
12727	charlotte.com@ns2.nandomedia.com
12749	imagechef.com@ns.webhosts.net
12753	limundo.com@ns.bg2.ha.rs
12775	trovit.co.uk@ns2.trovit.com
12808	meridiano.com.ve@bdadns.ajcalderon.com.ve
12809	damplips.com@ns1.domain15.com
12816	vogue.co.uk@ns1.cnpdns.co.uk
12822	tvsubtitles.net@ns1.tvsubtitles.net
12833	kinokuniya.co.jp@ns1.kinokuniya.co.jp
12837	podomatic.com@ns2.podomatic.com
12844	thirdage.com@ns2.getcadre.com
12856	indusladies.com@ns1.indusladies.com
12864	peykekhabar.com@ns1.peykekhabar.com
12871	web66.com.tw@ns2.jetbean.net
12880	gotovim.ru@smtp.kulichki.com
12881	infobarrel.com@ns2.zkonsult.com
12898	annauniv.edu@ns.annauniv.edu
12902	baby-kingdom.com@ns3.bmediaasia.com
12959	kami-douga-adult.com@ns12.zoneedit.com
12976	vp7.com@dns5.pointhq.com
12981	siamha.com@ns2.siamha.com
12996	magicjack.com@ns02.talk4free.com
12998	sexoverdose.com@ns2.velcom.com
13001	mojevideo.sk@ns9.zoneedit.com
13011	talkarcades.com@ns2.bluejupiternetworks5.com
13021	directadmin.com@ns2.jbmc-software.com
13060	loja2.com.br@dns5.pointhq.com
13062	e-words.jp@ns1.incept.jp
13082	mbusa.com@ns2.mbusa.com
13094	pantown.com@ns1.hostpacific.net
13109	indusind.com@ns2.netcore.co.in
13121	khojle.in@ns4c.4cplus.com
13154	sanjeevkapoor.com@ns.balasai.com
13180	francaisfacile.com@ns382002.ovh.net
13189	abw.by@ns1.bn.by
13195	radikal.cc@nameserver.radikal.ru
13201	simplephp.com@ns1.jumpx.com
13216	linux.org.ru@ns2.linux.org.ru
13219	qatcom.com@ultra104.uk2.net
13220	9q9q.net@dns1.9q9q.net
13223	trovit.fr@ns2.trovit.com
13229	picbucks.com@ns3.pkdomains.net
13236	xaluan.com@ns12.zoneedit.com
13239	bbstelnet.com@ns1.ourhost.com.cn
13240	qq437.cn@ns41.rookdns.com
13247	tarladalal.com@scoinet.tarladalal.com
13283	k12.nj.us@dns.gen.tx.us
13306	affiliateseeking.com@ns2.simplysearch4it.com
13319	20dollars2surf.com@ks309157.kimsufi.com
13335	polldaddy.com@ns1.automattic.com
13392	yapfiles.ru@ns2.netmediadata.com
13414	freemp3whale.com@ns1.freemp3whale.com
13432	mediawiki.org@ns2.wikimedia.org
13438	cvc.com.br@napns02.cvc.com.br
13440	haspa.de@dns02.wincor-nixdorf-portavis.de
13471	freecycle.org@ns-lcy.freecycle.org
13482	trovit.co.id@ns1.trovit.com
13493	mydootv.com@ns1.dootvserver.com
13494	tury.ru@ns-2.best-hosting.ru
13500	promotemepro.com@ns1.imsuccesscenter.com
13528	computerra.ru@ns.cio-info.ru
13532	anymeeting.com@ns1.cosnet.com
13540	smart-gsm.com@ns1.host-ar.info
13624	tez-tour.com@ns1.tez-tour.com
13641	krisha.kz@ns2.kolesa.kz
13654	chkme.com@b1.d4s.me
13663	the-adult-company.com@ns2.dnslegacy.com
13670	newsevent24.com@ns1.dnsexit.com
13676	tn.gov.in@ns2.tn.gov.in
13686	k12.nc.us@ns2.oar.net
13699	basketball-reference.com@ns2.tummy.com
13701	xojane.com@ns1.saymedia.com
13713	bazikhone.com@ns2.turbonetserver.com
13720	niloblog.com@ns1.niloblog.com
13733	logpo.jp@ns1.logpo.jp
13735	keycaptcha.com@ns1.keycaptcha.com
13738	samaylive.com@ns2.ocpdns.com
13739	lesfoodies.com@ns.luvisall.com
13755	hidrvids.com@ns2.hidrvids.com
13791	kset.kz@ns2.kset.kz
13843	koocash.com@ns2.keeptraffic.ch
13876	rightdiagnosis.com@ns.healthgrades.com
13887	webeffector.ru@ns3.webeffector.ru
13894	fotochat.com@ns2.utelfr.com
13900	7days.ru@ns.relline.ru
13914	freedirectory-list.com@ns1.cpanel78.com
13920	job1001.com@ns3.elanw.com
13936	viesearch.com@ns1.obcdn.com
13940	whu.edu.cn@wuda.whu.edu.cn
13942	unibo.it@almadns.unibo.it
13946	fragrantica.com@ns2.fragrantica.org
13948	janbari.tv@ns1.janbari.tv
13952	guitaretab.com@ns1.ultimate-guitar.com
13957	kharkovforum.com@ns3.kharkovforum.com
13958	douniamusic.com@ns225653.ovh.net
13973	techsupportforum.com@ns1.verticalscope.com
13992	logomaker.com@ns9.zoneedit.com
14010	mediaffiliation.com@dns2.bewest.com
14024	hatelabo.jp@ns1.future-s.com
14045	filmin.ru@ns2.filmin.ru
14048	seedoff.net@ns2.seedoff.net
14071	moe.edu.tw@moemoon.edu.tw
14077	wyspagier.pl@ns1.muntinternet.net
14112	marebpress.net@ns13.rawasy.com
14113	forexpf.ru@ns2.forexpf.ru
14127	iblbanca.it@relay1.cedacriovest.it
14153	attheraces.co.uk@dns0.mtgsy.co.uk
14168	pr.com@venus.cyberwarp.net
14175	osclass.org@ns6.osclass.com
14183	turkcealtyazi.org@ns1.onugr.com
14184	deine-tierwelt.de@ns2.dhd.de
14186	seedpeer.me@ns14.zoneedit.com
14190	phunutoday.vn@ns2.dichvu-tenmien.com.vn
14193	muffingroup.com@ns2.filmiki24.net
14196	live800.com@ns.live800.com
14211	stirringtroubleinternationally.com@ns.mainnameserver.com
14212	shanghaidz.com@ns1.edong.com
14222	photoshop-master.ru@ns1.evgeniipopov.com
14231	protagon.gr@plato.eworx.gr
14234	coin-pusher.com@ns29.hiwit.net
14237	iitm.ac.in@dns2.iitm.ac.in
14240	wired.co.uk@ns3.cnpdns.co.uk
14255	lotto.de@dns.detecon.net
14257	pornovonline.net@ns1.for-ns.com
14267	mbt3th.us@pr10.murabbadns.net
14273	tums.ac.ir@ns2.tums.ac.ir
14284	keio.ac.jp@ns.sc.keio.ac.jp
14287	pornattitude.com@ns2.2town.net
14322	creative.com@ns.ctl.creative.com
14324	meudesejo.com.br@ns4.zoneedit.com
14333	biobiochile.cl@ns17.digitalproserver.com
14345	poczta-polska.pl@ns-bdg2.poczta-polska.pl
14354	colombo.com.br@ns2.colombo.com.br
14395	tradepub.com@ns.netline.com
14422	misterimprese.it@ns8.zoneedit.com
14437	unopar.br@donald.unopar.br
14459	animetake.com@ns2.webrahost.com
14491	adjal.com@ns2.srvnames.net
14512	nexttv.com.tw@ns1.nexttv.com.tw
14524	tvvideos.com@ns1.sedoparking.com
14537	mixmarket.biz@ns1.7host.ru
14539	freeads.co.uk@ns1.freeads.co.uk
14541	weegy.com@ns17.zoneedit.com
14551	sneakernews.com@t1.zoneedit.com
14556	banma.com@ns2.banma.com
14560	torfinder.net@ns2.torfinder.net
14593	clarolojaonline.com.br@ns2.sells.com.br
14605	fuckforfreetonight.com@ns1.fuckforfreetonight.com
14609	addfreestats.com@ns.eaglesland.com
14670	mazdausa.com@ns2621.ztomy.com
14685	kansascity.com@ns2.nandomedia.com
14686	bookoffonline.co.jp@ns.primestage.net
14687	indianmoney.com@ns2.suvisionindia.com
14689	tiensmed.ru@ns1.tiensmed.ru
14692	bpi.ir@ns3.zoneedit.com
14698	zyzoom.net@ns1.arabsbook.com
14699	7cow.com@ns2.phatservers.com
14708	palungjit.com@ultra102.uk2.net
14712	smotrim-porno.com@ns1.ua-hosting.com.ua
14715	bibliofond.ru@mail.rosdip.ru
14722	bibaknews.com@ns1.bibaknews.org
14734	zappit.gr@ns2.atcom.gr
14756	giantxxxtube.com@ns2.mature-bitches.com
14763	globalnews.ca@ns7nocg.shawcable.net
14777	igrun.com@ns1.igrun.com
14778	touslesprix.com@athenes.nexen.net
14798	websquash.com@ns2.dynamichosting.com
14800	mu.ac.in@dns2.mu.ac.in
14820	bnatgames.com@ns1.bnatgames.com
14828	adlabs.ru@ns1.quadrik.7host.ru
14833	yankodesign.com@ns2.devian.ca
14860	photoblip.com@ns2.zkonsult.com
14890	dudesnude.com@ns2.invades.net
14904	kiniska.com@ns2.kiniska.com
14911	boxden.com@dns2.boxden.com
14946	fnac.pt@ns2.ptempresas.pt
14949	phoca.cz@ns1.videon-znojmo.cz
14964	go8pm.com@ns3.go8pm.com
14976	boredpanda.com@ns1.cloudlix.com
14977	resell-rights-weekly.com@ns2.shopcartpro1.com
14987	santander.com.mx@dns3.santander.com.mx
15009	infinitecourses.com@ns1.rapidns.com
15106	koponyeg.hu@ns2.arkon.hu
15107	homecredit.ru@dns1.mtu.ru
15132	barebackrt.com@169.wet-media.net
15156	howjsay.com@ns2.fonetiks.org
15202	qlife.jp@ns3.skyarch.ne.jp
15258	siteencore.com@ns1.screencrafters.net
15265	gsniper2.com@ns2.gsniper.com
15271	oddsportal.com@ns2.edrive-hosting.cz
15279	anuntul.ro@ns1.anuntul.ro
15283	tw1.com@ns2.tw1.com
15286	hottystop.com@ns2.zkonsult.com
15297	senuke.com@ns1.senuke.com
15299	cmsite.co.jp@dns1.cmsite.co.jp
15310	baixeturbo.org@ns3.nextdns.org
15313	smedia.rs@ns.bg1.ha.rs
15329	seg-social.es@ns1.seg-social.es
15340	instantfwd.com@ns1004.ztomy.com
15349	siamphone.com@ns66.siamphone.com
15352	internic.net@ns2.nsiregistry.net
15359	easycalculation.com@ns2.dnsforcloud.com
15371	navigator.az@ns1.sitemanserver.com
15398	toomadporn.com@ns1.sersh.com
15414	tinymce.com@ns5.zoneedit.com
15418	verygayboys.com@ns2.amerinoc.com
15420	imo.im@ns2.svcolo.com
15441	blingee.com@ns8.ocsdns.com
15447	k12.in.us@mercury.siec.k12.in.us
15467	goear.com@ns4.goear.com
15471	gooroop.ir@ns2.gorop.ir
15481	e-chords.com@ns5.zoneedit.com
15508	fuckish.com@ns1.fuckish.com
15560	letssingit.com@ns1.mydnssolution.com
15565	webceo.com@ns3.webceo.com
15569	bg-mamma.com@ns3.negdns.com
15573	hnair.com@ns1.hnair.com
15596	mysurveyscenter.net@ns1.tptracking.com
15601	shogakukan.co.jp@ns3.hitotsubashi.org
15604	itc.ua@ns.elvisti.kiev.ua
15660	lgnint.com@ns1.lgndns.com
15666	heartinternet.co.uk@ns.heartinternet.co.uk
15685	grooby.com@ns1.mycyberhosting.com
15686	bitrix24.ru@ns.bitrixsoft.com
15688	tvtorrents.com@ns17.zoneedit.com
15698	hscripts.com@ns2.dnsforcloud.com
15705	tcyonline.com@ns1.tcyonline.com
15710	cgsociety.org@ns5.ballisticmedia.net
15734	ingatlan.com@ns2.arkon.hu
15738	animalporn.tv@ns2.farmsexfree.com
15740	euronics.it@dns.winstech.it
15748	trafficera.com@ns2.logiscape.com
15771	youtubeunblocker.org@ns3.dneasy.net
15774	valoronline.com.br@ns2.valoronline.com.br
15801	magistrix.de@ns2.digineo.de
15803	centraldeportiva.com@dns2.eluniversal.com.mx
15806	cricketforindia.com@ns3.sso.in
15835	healthguru.com@ns3.linode.com
15843	moneysavingmom.com@ns1.moneysavingmom.com
15847	qmsnq.com@ns1.sedoparking.com
15884	seonews.ru@ns1.ingate.ru
15896	mkcl.org@dns1.mkcl.org
15898	usalistingdirectory.com@ns2.traveltourismdirectory.net
15906	naslovi.net@ns.bg1.ha.rs
15908	boxingscene.com@ns1.boxingscene.com
15917	kamikaze.gr@dns2.papaki.gr
15920	biznet.ru@ns1.hostinform.com
15922	bdtoday.net@ns2.mainnameserver.com
15928	runsky.com@dns2.runsky.com
15930	flashscore.ro@ns2.edrive-hosting.cz
15932	nguyentandung.org@ns6.zoneedit.co.uk
15933	campuscruiser.com@dns1.timecruiser.com
15937	les-horaires.fr@ns3.beyoung.fr
15952	webnoviny.sk@ns.rainside.sk
15955	k12.pa.us@charon.psc.edu
15977	bumeran.com.ar@ns2.bumeran.com
15989	1websdirectory.com@ns1.accuwebhosting.biz
16008	ssrn.com@ns2.itx.net
16012	uncyclopedia.info@sophia.uncyclomedia.org
16018	empornium.me@ns18.zoneedit.com
16021	epinions.com@ns2any.shopping.com
16023	infocar.ua@gamma.freehost.com.ua
16024	riyada.ma@ns2.mainnameserver.com
16027	topsurfer.com@ns1.skoggy.com
16036	navidiku.rs@ns1.istanco.rs
16059	onlain-porno.net@ns1.onlain-porno.net
16070	123mua.vn@ns3.sonthuy.com.vn
16094	biggerpockets.com@ns2.biggerpockets.com
16102	pulsonline.rs@dns2.eunethosting.com
16104	downallfa.com@ns2.iranjib.ir
16109	shadtarin.net@ns1.egzaweb.com
16143	gooooal.com@ns2.gooooal.com
